t,PvAvailP
100680,99
100681,98
100682,100
100683,99
100684,97
100685,101
100686,99
100687,95
100688,98
100689,98
100690,98
100691,100
100692,96
100693,96
100694,95
100695,100
100696,96
100697,98
100698,95
100699,98
100700,94
100701,96
100702,96
100703,101
100704,101
100705,94
100706,95
100707,101
100708,96
100709,94
100710,100
100711,95
100712,100
100713,97
100714,96
100715,96
100716,100
100717,97
100718,98
100719,96
100720,98
100721,99
100722,95
100723,100
100724,94
100725,99
100726,98
100727,96
100728,94
100729,95
100730,99
100731,96
100732,101
100733,97
100734,101
100735,98
100736,95
100737,97
100738,100
100739,96
100740,98
100741,98
100742,98
100743,97
100744,94
100745,98
100746,96
100747,98
100748,95
100749,96
100750,99
100751,99
100752,95
100753,100
100754,97
100755,98
100756,95
100757,100
100758,100
100759,93
100760,100
100761,94
100762,101
100763,95
100764,100
100765,101
100766,95
100767,97
100768,93
100769,97
100770,98
100771,98
100772,97
100773,96
100774,97
100775,101
100776,95
100777,97
100778,97
100779,97
100780,95
100781,97
100782,98
100783,95
100784,98
100785,96
100786,101
100787,95
100788,95
100789,94
100790,96
100791,96
100792,96
100793,100
100794,95
100795,98
100796,99
100797,98
100798,96
100799,101
100800,98
100801,98
100802,101
100803,98
100804,95
100805,94
100806,98
100807,96
100808,95
100809,98
100810,96
100811,96
100812,95
100813,93
100814,99
100815,93
100816,99
100817,100
100818,99
100819,100
100820,98
100821,98
100822,100
100823,100
100824,101
100825,98
100826,100
100827,100
100828,94
100829,100
100830,100
100831,95
100832,96
100833,95
100834,97
100835,96
100836,94
100837,94
100838,98
100839,98
100840,97
100841,98
100842,97
100843,97
100844,96
100845,97
100846,95
100847,96
100848,100
100849,98
100850,93
100851,94
100852,97
100853,98
100854,96
100855,99
100856,98
100857,96
100858,99
100859,100
100860,98
100861,96
100862,99
100863,96
100864,94
100865,99
100866,95
100867,99
100868,93
100869,96
100870,93
100871,93
100872,97
100873,96
100874,100
100875,94
100876,95
100877,97
100878,98
100879,95
100880,98
100881,98
100882,96
100883,93
100884,100
100885,96
100886,95
100887,99
100888,96
100889,94
100890,96
100891,95
100892,93
100893,100
100894,100
100895,99
100896,99
100897,97
100898,96
100899,93
100900,97
100901,96
100902,96
100903,96
100904,94
100905,99
100906,97
100907,93
100908,99
100909,100
100910,98
100911,100
100912,100
100913,94
100914,98
100915,98
100916,98
100917,98
100918,100
100919,98
100920,94
100921,96
100922,99
100923,93
100924,100
100925,95
100926,95
100927,99
100928,98
100929,94
100930,94
100931,100
100932,98
100933,99
100934,100
100935,96
100936,94
100937,98
100938,97
100939,95
100940,100
100941,95
100942,95
100943,96
100944,93
100945,98
100946,99
100947,99
100948,99
100949,98
100950,97
100951,97
100952,99
100953,95
100954,94
100955,98
100956,98
100957,94
100958,99
100959,95
100960,93
100961,98
100962,95
100963,99
100964,99
100965,93
100966,94
100967,99
100968,99
100969,93
100970,100
100971,97
100972,94
100973,97
100974,99
100975,93
100976,93
100977,99
100978,95
100979,100
100980,93
100981,93
100982,97
100983,95
100984,97
100985,100
100986,97
100987,94
100988,94
100989,97
100990,93
100991,97
100992,99
100993,96
100994,93
100995,97
100996,93
100997,98
100998,92
100999,95
101000,97
101001,98
101002,94
101003,95
101004,93
101005,100
101006,97
101007,95
101008,94
101009,96
101010,100
101011,94
101012,96
101013,92
101014,93
101015,99
101016,96
101017,94
101018,92
101019,92
101020,96
101021,93
101022,97
101023,98
101024,95
101025,96
101026,98
101027,99
101028,97
101029,98
101030,99
101031,98
101032,98
101033,97
101034,98
101035,94
101036,99
101037,93
101038,95
101039,96
101040,94
101041,99
101042,97
101043,93
101044,95
101045,94
101046,97
101047,100
101048,98
101049,97
101050,97
101051,99
101052,94
101053,95
101054,95
101055,100
101056,100
101057,93
101058,97
101059,94
101060,93
101061,94
101062,99
101063,96
101064,98
101065,93
101066,97
101067,97
101068,98
101069,92
101070,99
101071,93
101072,95
101073,94
101074,99
101075,100
101076,98
101077,97
101078,96
101079,98
101080,99
101081,98
101082,99
101083,94
101084,98
101085,97
101086,99
101087,92
101088,94
101089,98
101090,99
101091,95
101092,96
101093,95
101094,92
101095,92
101096,94
101097,93
101098,98
101099,99
101100,94
101101,97
101102,94
101103,98
101104,98
101105,94
101106,96
101107,95
101108,98
101109,98
101110,95
101111,97
101112,96
101113,96
101114,99
101115,100
101116,97
101117,94
101118,95
101119,96
101120,92
101121,99
101122,96
101123,93
101124,99
101125,99
101126,97
101127,99
101128,95
101129,97
101130,95
101131,98
101132,93
101133,94
101134,92
101135,96
101136,93
101137,97
101138,96
101139,99
101140,94
101141,94
101142,95
101143,92
101144,96
101145,93
101146,97
101147,97
101148,96
101149,99
101150,99
101151,93
101152,98
101153,98
101154,92
101155,97
101156,99
101157,92
101158,94
101159,92
101160,94
101161,98
101162,96
101163,93
101164,96
101165,99
101166,97
101167,99
101168,99
101169,96
101170,94
101171,96
101172,98
101173,94
101174,98
101175,93
101176,97
101177,96
101178,94
101179,97
101180,97
101181,99
101182,93
101183,99
101184,95
101185,98
101186,94
101187,98
101188,97
101189,92
101190,97
101191,92
101192,94
101193,98
101194,93
101195,96
101196,97
101197,92
101198,94
101199,94
101200,97
101201,93
101202,99
101203,97
101204,93
101205,97
101206,96
101207,97
101208,97
101209,95
101210,97
101211,95
101212,97
101213,96
101214,95
101215,96
101216,94
101217,94
101218,92
101219,98
101220,98
101221,99
101222,97
101223,95
101224,92
101225,95
101226,94
101227,94
101228,99
101229,93
101230,95
101231,92
101232,98
101233,96
101234,93
101235,94
101236,99
101237,95
101238,98
101239,93
101240,96
101241,91
101242,97
101243,93
101244,96
101245,94
101246,94
101247,97
101248,99
101249,94
101250,98
101251,94
101252,99
101253,99
101254,93
101255,96
101256,92
101257,94
101258,98
101259,93
101260,96
101261,93
101262,94
101263,96
101264,96
101265,98
101266,92
101267,93
101268,93
101269,99
101270,97
101271,94
101272,98
101273,97
101274,92
101275,98
101276,95
101277,95
101278,92
101279,96
101280,95
101281,92
101282,94
101283,96
101284,93
101285,94
101286,96
101287,94
101288,97
101289,96
101290,95
101291,97
101292,93
101293,94
101294,94
101295,97
101296,98
101297,94
101298,92
101299,98
101300,95
101301,97
101302,97
101303,97
101304,93
101305,98
101306,98
101307,93
101308,92
101309,95
101310,96
101311,96
101312,97
101313,98
101314,93
101315,98
101316,95
101317,99
101318,96
101319,91
101320,95
101321,95
101322,92
101323,96
101324,94
101325,93
101326,97
101327,92
101328,92
101329,98
101330,92
101331,94
101332,96
101333,96
101334,92
101335,96
101336,97
101337,93
101338,92
101339,94
101340,95
101341,98
101342,95
101343,93
101344,97
101345,97
101346,93
101347,97
101348,97
101349,91
101350,92
101351,95
101352,97
101353,94
101354,92
101355,97
101356,97
101357,98
101358,91
101359,96
101360,96
101361,97
101362,96
101363,94
101364,98
101365,95
101366,97
101367,96
101368,93
101369,92
101370,92
101371,92
101372,97
101373,95
101374,97
101375,91
101376,95
101377,97
101378,92
101379,93
101380,92
101381,94
101382,93
101383,92
101384,95
101385,92
101386,91
101387,96
101388,93
101389,92
101390,95
101391,98
101392,95
101393,93
101394,92
101395,94
101396,96
101397,93
101398,93
101399,97
101400,91
101401,92
101402,92
101403,92
101404,96
101405,96
101406,96
101407,92
101408,94
101409,94
101410,93
101411,98
101412,97
101413,96
101414,92
101415,95
101416,95
101417,98
101418,97
101419,97
101420,91
101421,93
101422,91
101423,93
101424,98
101425,94
101426,92
101427,96
101428,92
101429,92
101430,98
101431,96
101432,94
101433,91
101434,94
101435,96
101436,92
101437,98
101438,94
101439,91
101440,96
101441,93
101442,97
101443,95
101444,97
101445,95
101446,97
101447,96
101448,95
101449,95
101450,95
101451,93
101452,94
101453,94
101454,97
101455,95
101456,97
101457,97
101458,92
101459,95
101460,98
101461,97
101462,98
101463,93
101464,97
101465,98
101466,98
101467,98
101468,97
101469,97
101470,92
101471,91
101472,97
101473,92
101474,92
101475,98
101476,96
101477,97
101478,96
101479,98
101480,97
101481,91
101482,96
101483,93
101484,94
101485,92
101486,93
101487,97
101488,92
101489,92
101490,96
101491,96
101492,96
101493,94
101494,97
101495,95
101496,95
101497,91
101498,93
101499,92
101500,98
101501,93
101502,94
101503,95
101504,95
101505,94
101506,93
101507,96
101508,90
101509,95
101510,95
101511,96
101512,92
101513,96
101514,92
101515,96
101516,91
101517,96
101518,96
101519,97
101520,93
101521,97
101522,91
101523,92
101524,96
101525,95
101526,97
101527,98
101528,93
101529,93
101530,94
101531,93
101532,91
101533,97
101534,93
101535,92
101536,92
101537,93
101538,92
101539,95
101540,93
101541,92
101542,97
101543,97
101544,95
101545,91
101546,92
101547,93
101548,92
101549,93
101550,91
101551,90
101552,93
101553,91
101554,94
101555,91
101556,90
101557,90
101558,91
101559,95
101560,94
101561,90
101562,91
101563,95
101564,97
101565,95
101566,91
101567,92
101568,97
101569,93
101570,92
101571,93
101572,96
101573,92
101574,92
101575,91
101576,90
101577,94
101578,91
101579,95
101580,91
101581,91
101582,94
101583,91
101584,92
101585,92
101586,93
101587,90
101588,92
101589,97
101590,90
101591,96
101592,90
101593,94
101594,97
101595,90
101596,91
101597,93
101598,95
101599,94
101600,93
101601,90
101602,90
101603,95
101604,93
101605,95
101606,95
101607,98
101608,94
101609,96
101610,96
101611,97
101612,98
101613,94
101614,97
101615,93
101616,90
101617,97
101618,92
101619,90
101620,91
101621,94
101622,90
101623,97
101624,92
101625,95
101626,92
101627,96
101628,97
101629,97
101630,94
101631,90
101632,96
101633,92
101634,97
101635,97
101636,93
101637,91
101638,97
101639,94
101640,94
101641,90
101642,92
101643,93
101644,96
101645,92
101646,93
101647,93
101648,91
101649,96
101650,92
101651,91
101652,94
101653,97
101654,91
101655,97
101656,93
101657,95
101658,96
101659,94
101660,93
101661,92
101662,90
101663,96
101664,95
101665,90
101666,91
101667,93
101668,97
101669,92
101670,92
101671,95
101672,96
101673,94
101674,97
101675,91
101676,93
101677,95
101678,92
101679,90
101680,94
101681,90
101682,97
101683,95
101684,93
101685,94
101686,97
101687,96
101688,97
101689,90
101690,91
101691,94
101692,96
101693,97
101694,96
101695,92
101696,95
101697,96
101698,92
101699,90
101700,92
101701,90
101702,95
101703,95
101704,93
101705,92
101706,95
101707,94
101708,96
101709,94
101710,93
101711,94
101712,95
101713,97
101714,93
101715,96
101716,90
101717,96
101718,93
101719,96
101720,93
101721,90
101722,94
101723,91
101724,97
101725,90
101726,95
101727,92
101728,95
101729,97
101730,91
101731,95
101732,91
101733,96
101734,90
101735,90
101736,89
101737,90
101738,89
101739,95
101740,90
101741,96
101742,94
101743,93
101744,90
101745,95
101746,92
101747,95
101748,92
101749,90
101750,92
101751,95
101752,95
101753,90
101754,95
101755,90
101756,94
101757,95
101758,96
101759,91
101760,90
101761,94
101762,94
101763,90
101764,97
101765,89
101766,97
101767,93
101768,95
101769,93
101770,91
101771,89
101772,90
101773,94
101774,94
101775,91
101776,96
101777,97
101778,91
101779,91
101780,94
101781,96
101782,94
101783,97
101784,95
101785,97
101786,91
101787,89
101788,95
101789,96
101790,90
101791,92
101792,94
101793,91
101794,93
101795,94
101796,91
101797,96
101798,92
101799,94
101800,97
101801,96
101802,97
101803,90
101804,94
101805,91
101806,90
101807,96
101808,90
101809,92
101810,90
101811,90
101812,90
101813,92
101814,90
101815,96
101816,93
101817,89
101818,92
101819,92
101820,96
101821,94
101822,94
101823,91
101824,91
101825,91
101826,96
101827,95
101828,90
101829,90
101830,94
101831,91
101832,90
101833,94
101834,96
101835,92
101836,96
101837,93
101838,91
101839,94
101840,95
101841,90
101842,90
101843,90
101844,93
101845,93
101846,91
101847,96
101848,91
101849,90
101850,95
101851,95
101852,91
101853,94
101854,96
101855,92
101856,92
101857,93
101858,92
101859,91
101860,91
101861,96
101862,94
101863,96
101864,90
101865,91
101866,95
101867,89
101868,92
101869,90
101870,92
101871,95
101872,90
101873,95
101874,94
101875,92
101876,89
101877,95
101878,91
101879,95
101880,92
101881,95
101882,92
101883,91
101884,91
101885,94
101886,91
101887,91
101888,92
101889,96
101890,92
101891,95
101892,92
101893,90
101894,90
101895,94
101896,92
101897,96
101898,89
101899,94
101900,93
101901,92
101902,91
101903,93
101904,96
101905,90
101906,90
101907,93
101908,95
101909,94
101910,96
101911,94
101912,96
101913,90
101914,90
101915,91
101916,95
101917,92
101918,95
101919,92
101920,96
101921,91
101922,94
101923,94
101924,91
101925,95
101926,90
101927,95
101928,96
101929,96
101930,93
101931,90
101932,95
101933,92
101934,89
101935,90
101936,95
101937,89
101938,92
101939,96
101940,92
101941,94
101942,90
101943,96
101944,92
101945,89
101946,95
101947,90
101948,95
101949,90
101950,92
101951,93
101952,94
101953,90
101954,91
101955,95
101956,91
101957,89
101958,90
101959,95
101960,93
101961,96
101962,93
101963,89
101964,92
101965,96
101966,95
101967,93
101968,92
101969,95
101970,92
101971,92
101972,90
101973,95
101974,96
101975,91
101976,96
101977,91
101978,96
101979,91
101980,94
101981,88
101982,94
101983,94
101984,91
101985,88
101986,91
101987,91
101988,90
101989,92
101990,90
101991,96
101992,89
101993,95
101994,89
101995,95
101996,92
101997,89
101998,90
101999,90
102000,95
102001,93
102002,94
102003,95
102004,92
102005,90
102006,96
102007,90
102008,91
102009,95
102010,91
102011,95
102012,91
102013,95
102014,89
102015,95
102016,94
102017,96
102018,95
102019,91
102020,90
102021,89
102022,93
102023,91
102024,94
102025,95
102026,93
102027,95
102028,88
102029,88
102030,95
102031,88
102032,95
102033,90
102034,92
102035,92
102036,94
102037,91
102038,90
102039,94
102040,89
102041,91
102042,90
102043,92
102044,88
102045,92
102046,89
102047,96
102048,93
102049,90
102050,95
102051,94
102052,91
102053,95
102054,91
102055,92
102056,93
102057,93
102058,96
102059,93
102060,91
102061,92
102062,91
102063,89
102064,90
102065,92
102066,94
102067,92
102068,92
102069,88
102070,95
102071,95
102072,93
102073,90
102074,94
102075,88
102076,92
102077,91
102078,94
102079,94
102080,95
102081,95
102082,95
102083,95
102084,92
102085,95
102086,89
102087,90
102088,95
102089,90
102090,94
102091,95
102092,90
102093,89
102094,88
102095,92
102096,88
102097,95
102098,92
102099,88
102100,92
102101,95
102102,93
102103,93
102104,88
102105,92
102106,94
102107,92
102108,94
102109,90
102110,94
102111,95
102112,92
102113,95
102114,94
102115,95
102116,93
102117,94
102118,91
102119,94
102120,95
102121,92
102122,91
102123,89
102124,93
102125,94
102126,90
102127,94
102128,89
102129,92
102130,89
102131,88
102132,93
102133,91
102134,92
102135,92
102136,89
102137,90
102138,92
102139,94
102140,92
102141,93
102142,88
102143,90
102144,92
102145,89
102146,95
102147,88
102148,88
102149,94
102150,88
102151,89
102152,95
102153,93
102154,91
102155,91
102156,93
102157,93
102158,89
102159,89
102160,95
102161,94
102162,89
102163,90
102164,93
102165,91
102166,93
102167,93
102168,91
102169,90
102170,95
102171,92
102172,95
102173,90
102174,95
102175,91
102176,92
102177,93
102178,94
102179,93
102180,89
102181,88
102182,92
102183,94
102184,92
102185,93
102186,90
102187,89
102188,90
102189,92
102190,94
102191,90
102192,89
102193,90
102194,90
102195,93
102196,94
102197,92
102198,88
102199,89
102200,94
102201,92
102202,92
102203,94
102204,93
102205,88
102206,95
102207,94
102208,91
102209,95
102210,95
102211,89
102212,92
102213,90
102214,94
102215,95
102216,89
102217,89
102218,89
102219,95
102220,88
102221,92
102222,88
102223,94
102224,93
102225,89
102226,92
102227,93
102228,88
102229,95
102230,92
102231,94
102232,91
102233,93
102234,90
102235,89
102236,88
102237,94
102238,91
102239,92
102240,93
102241,90
102242,92
102243,94
102244,92
102245,92
102246,94
102247,94
102248,94
102249,92
102250,90
102251,93
102252,92
102253,92
102254,89
102255,88
102256,88
102257,94
102258,89
102259,91
102260,94
102261,88
102262,90
102263,88
102264,92
102265,92
102266,88
102267,87
102268,93
102269,90
102270,95
102271,90
102272,90
102273,95
102274,91
102275,90
102276,89
102277,88
102278,91
102279,88
102280,90
102281,90
102282,91
102283,89
102284,94
102285,90
102286,92
102287,91
102288,87
102289,91
102290,91
102291,89
102292,91
102293,88
102294,93
102295,95
102296,90
102297,91
102298,88
102299,89
102300,94
102301,94
102302,92
102303,92
102304,88
102305,93
102306,91
102307,91
102308,90
102309,89
102310,93
102311,91
102312,91
102313,93
102314,93
102315,89
102316,88
102317,91
102318,94
102319,94
102320,92
102321,92
102322,93
102323,89
102324,94
102325,88
102326,94
102327,92
102328,88
102329,88
102330,89
102331,94
102332,88
102333,91
102334,87
102335,91
102336,93
102337,88
102338,94
102339,92
102340,92
102341,88
102342,91
102343,87
102344,93
102345,87
102346,91
102347,89
102348,87
102349,90
102350,88
102351,88
102352,94
102353,90
102354,89
102355,91
102356,91
102357,90
102358,87
102359,94
102360,87
102361,90
102362,89
102363,93
102364,87
102365,87
102366,91
102367,88
102368,88
102369,94
102370,92
102371,92
102372,94
102373,89
102374,88
102375,87
102376,91
102377,87
102378,89
102379,91
102380,91
102381,94
102382,88
102383,88
102384,93
102385,89
102386,92
102387,94
102388,89
102389,92
102390,89
102391,90
102392,89
102393,87
102394,92
102395,90
102396,88
102397,89
102398,93
102399,94
102400,90
102401,92
102402,92
102403,89
102404,92
102405,89
102406,94
102407,90
102408,94
102409,89
102410,92
102411,92
102412,88
102413,89
102414,90
102415,91
102416,89
102417,89
102418,91
102419,94
102420,91
102421,92
102422,93
102423,89
102424,87
102425,90
102426,88
102427,94
102428,88
102429,91
102430,92
102431,92
102432,94
102433,93
102434,94
102435,89
102436,92
102437,87
102438,88
102439,92
102440,93
102441,88
102442,91
102443,90
102444,92
102445,88
102446,88
102447,92
102448,88
102449,87
102450,93
102451,91
102452,90
102453,88
102454,87
102455,88
102456,93
102457,91
102458,88
102459,92
102460,90
102461,94
102462,88
102463,92
102464,89
102465,88
102466,87
102467,89
102468,87
102469,90
102470,91
102471,86
102472,86
102473,89
102474,93
102475,90
102476,89
102477,89
102478,93
102479,91
102480,90
102481,91
102482,87
102483,90
102484,87
102485,90
102486,91
102487,93
102488,93
102489,91
102490,91
102491,90
102492,94
102493,92
102494,88
102495,88
102496,90
102497,93
102498,89
102499,90
102500,87
102501,91
102502,90
102503,92
102504,89
102505,93
102506,90
102507,88
102508,94
102509,93
102510,93
102511,90
102512,88
102513,90
102514,89
102515,91
102516,89
102517,94
102518,93
102519,93
102520,93
102521,90
102522,88
102523,89
102524,87
102525,92
102526,94
102527,90
102528,89
102529,88
102530,93
102531,93
102532,91
102533,90
102534,87
102535,88
102536,92
102537,92
102538,90
102539,87
102540,87
102541,86
102542,86
102543,92
102544,94
102545,93
102546,90
102547,93
102548,87
102549,87
102550,87
102551,87
102552,86
102553,90
102554,93
102555,92
102556,87
102557,93
102558,87
102559,92
102560,91
102561,86
102562,92
102563,94
102564,88
102565,91
102566,93
102567,89
102568,92
102569,88
102570,88
102571,93
102572,89
102573,88
102574,91
102575,91
102576,91
102577,92
102578,89
102579,90
102580,90
102581,88
102582,88
102583,93
102584,90
102585,87
102586,88
102587,87
102588,92
102589,88
102590,92
102591,87
102592,87
102593,86
102594,88
102595,90
102596,86
102597,93
102598,90
102599,90
102600,88
102601,91
102602,89
102603,87
102604,89
102605,90
102606,87
102607,88
102608,87
102609,89
102610,92
102611,90
102612,93
102613,92
102614,93
102615,89
102616,92
102617,88
102618,93
102619,88
102620,87
102621,92
102622,88
102623,93
102624,92
102625,93
102626,91
102627,88
102628,93
102629,87
102630,91
102631,89
102632,86
102633,91
102634,91
102635,88
102636,89
102637,88
102638,91
102639,90
102640,86
102641,86
102642,92
102643,86
102644,90
102645,88
102646,88
102647,86
102648,93
102649,93
102650,91
102651,86
102652,90
102653,88
102654,92
102655,90
102656,89
102657,90
102658,87
102659,93
102660,86
102661,89
102662,90
102663,86
102664,87
102665,86
102666,92
102667,88
102668,91
102669,86
102670,93
102671,90
102672,92
102673,90
102674,88
102675,87
102676,93
102677,90
102678,87
102679,86
102680,91
102681,87
102682,86
102683,88
102684,93
102685,86
102686,87
102687,87
102688,87
102689,92
102690,92
102691,89
102692,90
102693,88
102694,90
102695,90
102696,92
102697,89
102698,87
102699,88
102700,86
102701,92
102702,92
102703,91
102704,91
102705,87
102706,90
102707,91
102708,89
102709,86
102710,90
102711,86
102712,93
102713,93
102714,87
102715,93
102716,88
102717,88
102718,90
102719,88
102720,88
102721,92
102722,86
102723,86
102724,91
102725,90
102726,89
102727,88
102728,90
102729,93
102730,89
102731,87
102732,90
102733,90
102734,92
102735,87
102736,92
102737,91
102738,92
102739,87
102740,92
102741,90
102742,87
102743,92
102744,90
102745,86
102746,91
102747,90
102748,88
102749,87
102750,86
102751,91
102752,89
102753,89
102754,86
102755,88
102756,89
102757,86
102758,90
102759,92
102760,92
102761,92
102762,90
102763,92
102764,85
102765,91
102766,88
102767,90
102768,89
102769,86
102770,87
102771,91
102772,92
102773,89
102774,86
102775,85
102776,86
102777,89
102778,90
102779,91
102780,91
102781,86
102782,91
102783,87
102784,90
102785,88
102786,88
102787,93
102788,93
102789,92
102790,86
102791,89
102792,92
102793,87
102794,86
102795,87
102796,88
102797,89
102798,89
102799,88
102800,87
102801,86
102802,87
102803,91
102804,88
102805,91
102806,86
102807,91
102808,92
102809,86
102810,92
102811,91
102812,87
102813,90
102814,91
102815,89
102816,88
102817,88
102818,91
102819,90
102820,91
102821,86
102822,85
102823,85
102824,88
102825,87
102826,88
102827,85
102828,92
102829,91
102830,92
102831,90
102832,91
102833,87
102834,89
102835,86
102836,90
102837,90
102838,88
102839,86
102840,89
102841,89
102842,89
102843,91
102844,86
102845,91
102846,90
102847,92
102848,88
102849,88
102850,89
102851,91
102852,92
102853,91
102854,92
102855,88
102856,89
102857,92
102858,90
102859,88
102860,89
102861,89
102862,92
102863,92
102864,85
102865,92
102866,87
102867,86
102868,90
102869,89
102870,86
102871,90
102872,87
102873,90
102874,85
102875,86
102876,85
102877,88
102878,91
102879,86
102880,91
102881,86
102882,90
102883,91
102884,88
102885,88
102886,90
102887,91
102888,85
102889,89
102890,87
102891,85
102892,85
102893,88
102894,89
102895,91
102896,85
102897,85
102898,86
102899,87
102900,85
102901,90
102902,91
102903,85
102904,88
102905,88
102906,85
102907,88
102908,88
102909,85
102910,85
102911,89
102912,85
102913,86
102914,92
102915,87
102916,89
102917,87
102918,85
102919,88
102920,86
102921,87
102922,87
102923,90
102924,90
102925,88
102926,89
102927,89
102928,88
102929,85
102930,92
102931,89
102932,91
102933,92
102934,89
102935,88
102936,89
102937,90
102938,89
102939,84
102940,90
102941,92
102942,87
102943,88
102944,92
102945,85
102946,89
102947,91
102948,85
102949,89
102950,87
102951,90
102952,85
102953,91
102954,86
102955,89
102956,88
102957,88
102958,89
102959,86
102960,87
102961,88
102962,88
102963,85
102964,88
102965,87
102966,89
102967,84
102968,89
102969,85
102970,86
102971,91
102972,84
102973,89
102974,91
102975,84
102976,87
102977,88
102978,87
102979,85
102980,90
102981,89
102982,92
102983,92
102984,90
102985,88
102986,89
102987,92
102988,85
102989,86
102990,88
102991,87
102992,89
102993,85
102994,89
102995,86
102996,89
102997,88
102998,88
102999,88
103000,89
103001,86
103002,91
103003,85
103004,91
103005,86
103006,85
103007,87
103008,91
103009,85
103010,85
103011,85
103012,87
103013,87
103014,86
103015,87
103016,91
103017,87
103018,86
103019,85
103020,88
103021,89
103022,88
103023,92
103024,85
103025,92
103026,90
103027,87
103028,88
103029,86
103030,91
103031,90
103032,88
103033,90
103034,84
103035,87
103036,91
103037,85
103038,86
103039,87
103040,92
103041,87
103042,85
103043,91
103044,88
103045,89
103046,86
103047,85
103048,88
103049,87
103050,89
103051,84
103052,86
103053,89
103054,87
103055,84
103056,88
103057,85
103058,87
103059,89
103060,89
103061,86
103062,89
103063,89
103064,88
103065,89
103066,89
103067,86
103068,91
103069,87
103070,85
103071,89
103072,86
103073,85
103074,88
103075,90
103076,88
103077,85
103078,85
103079,90
103080,86
103081,89
103082,88
103083,85
103084,84
103085,91
103086,85
103087,90
103088,89
103089,84
103090,87
103091,87
103092,85
103093,90
103094,89
103095,89
103096,90
103097,86
103098,91
103099,85
103100,89
103101,90
103102,85
103103,88
103104,89
103105,87
103106,91
103107,90
103108,89
103109,87
103110,87
103111,84
103112,84
103113,84
103114,91
103115,90
103116,86
103117,90
103118,89
103119,88
103120,88
103121,87
103122,90
103123,91
103124,86
103125,91
103126,89
103127,84
103128,85
103129,91
103130,87
103131,84
103132,91
103133,91
103134,87
103135,85
103136,84
103137,91
103138,90
103139,89
103140,85
103141,85
103142,88
103143,88
103144,88
103145,89
103146,85
103147,86
103148,89
103149,86
103150,87
103151,87
103152,85
103153,87
103154,90
103155,88
103156,86
103157,89
103158,87
103159,87
103160,89
103161,89
103162,85
103163,87
103164,85
103165,90
103166,89
103167,86
103168,84
103169,88
103170,88
103171,89
103172,84
103173,84
103174,88
103175,85
103176,90
103177,88
103178,85
103179,85
103180,90
103181,89
103182,85
103183,86
103184,89
103185,89
103186,84
103187,84
103188,86
103189,87
103190,88
103191,89
103192,88
103193,88
103194,87
103195,90
103196,86
103197,90
103198,86
103199,85
103200,87
103201,85
103202,84
103203,89
103204,89
103205,89
103206,89
103207,89
103208,83
103209,88
103210,88
103211,86
103212,88
103213,85
103214,85
103215,86
103216,90
103217,84
103218,86
103219,86
103220,90
103221,89
103222,88
103223,89
103224,89
103225,89
103226,84
103227,85
103228,89
103229,85
103230,90
103231,84
103232,87
103233,88
103234,86
103235,88
103236,83
103237,90
103238,85
103239,88
103240,85
103241,90
103242,87
103243,89
103244,86
103245,87
103246,88
103247,89
103248,87
103249,84
103250,87
103251,86
103252,89
103253,87
103254,90
103255,83
103256,89
103257,88
103258,88
103259,84
103260,89
103261,90
103262,87
103263,90
103264,89
103265,87
103266,91
103267,85
103268,86
103269,87
103270,84
103271,84
103272,85
103273,86
103274,88
103275,90
103276,83
103277,84
103278,84
103279,88
103280,87
103281,84
103282,84
103283,91
103284,83
103285,89
103286,84
103287,88
103288,85
103289,88
103290,86
103291,90
103292,89
103293,87
103294,88
103295,86
103296,87
103297,89
103298,85
103299,83
103300,85
103301,84
103302,86
103303,89
103304,87
103305,85
103306,86
103307,84
103308,90
103309,85
103310,87
103311,85
103312,89
103313,85
103314,85
103315,85
103316,84
103317,89
103318,87
103319,87
103320,89
103321,85
103322,86
103323,86
103324,90
103325,89
103326,85
103327,86
103328,88
103329,83
103330,85
103331,84
103332,83
103333,87
103334,89
103335,85
103336,85
103337,90
103338,87
103339,89
103340,90
103341,88
103342,88
103343,88
103344,90
103345,89
103346,89
103347,83
103348,87
103349,89
103350,86
103351,85
103352,85
103353,88
103354,86
103355,88
103356,83
103357,89
103358,89
103359,84
103360,88
103361,86
103362,87
103363,90
103364,86
103365,89
103366,88
103367,89
103368,87
103369,84
103370,85
103371,90
103372,88
103373,87
103374,87
103375,85
103376,85
103377,89
103378,88
103379,86
103380,87
103381,89
103382,83
103383,86
103384,87
103385,85
103386,88
103387,90
103388,89
103389,90
103390,88
103391,87
103392,87
103393,89
103394,87
103395,88
103396,87
103397,84
103398,88
103399,89
103400,85
103401,84
103402,85
103403,85
103404,85
103405,83
103406,83
103407,85
103408,85
103409,90
103410,90
103411,88
103412,85
103413,89
103414,82
103415,86
103416,83
103417,83
103418,89
103419,83
103420,89
103421,90
103422,83
103423,89
103424,82
103425,87
103426,87
103427,85
103428,88
103429,86
103430,89
103431,88
103432,90
103433,89
103434,88
103435,85
103436,87
103437,85
103438,88
103439,84
103440,86
103441,90
103442,84
103443,84
103444,84
103445,89
103446,87
103447,85
103448,83
103449,84
103450,87
103451,86
103452,85
103453,85
103454,90
103455,89
103456,86
103457,85
103458,85
103459,83
103460,88
103461,83
103462,89
103463,89
103464,88
103465,84
103466,82
103467,90
103468,84
103469,86
103470,88
103471,87
103472,84
103473,88
103474,87
103475,84
103476,88
103477,88
